,'File' Attachments,Archive,Attendance,Contains_BOF,Date,Edition,Event_Date,Event_Location,Issue,Location,Newspaper,Notes,Organization_Hosting,Persons,Place Published,Price_Event,Record Number,Reference Type,Reporter,Revenue,Short Title,Title,Unique_Reference_Number,Year,MENU,Coordinates
956,"internal-pdf://1953443370/The Kansas City Journal, June 18, 1897.pdf",LOC Conundrum Tea,,,"June 18, 1897",,"June 17, 1897",,,"Kansas City, Missouri",Kansas City Journal,Menu included,,,"Lawn of St George’s pro-cathedral, corner of Linwood and Troost avenues",,6518.0, Newspaper Article,,,Daughters of St. George,Daughters of St. George,,,,"[-94.5781416, 39.100105]"
957,"internal-pdf://0352118600/The Indianapolis Journal, March 13, 1904.pdf",LOC Conundrum Tea,,,"March 13, 1904",,11-Mar-04,,,"Indianapolis, Indiana",The Indianapolis Journal,,,,K. of P. Hall,,6494.0, Newspaper Article,,,Rathbone Sisters,Rathbone Sisters,,,,"[-86.1583502, 39.7683331]"
958,"internal-pdf://0628175001/The Times Dispatch, March 30, 1913.pdf",LOC Conundrum Tea,,,"March 30, 1913",,28-Mar-13,,,"Richmond, Virginia",The Times Dispatch,,,,,,6672.0, Newspaper Article,,,"The Brunswick Chapter, Daughter of the Confederacy","The Brunswick Chapter, Daughter of the Confederacy",,,,"[-77.43428, 37.5385087]"
959,,NYS Historical Newspapers or Fulton,,n,"October 28, 1919",,24-Oct-19,Grange hall,,"Minetto, NY, U.S.",Oswego Palladium,mentions dressing in costume for the event,Grange comittee ,,,,,,,,,,R_163,,,"[-76.47744, 43.398124]"
960,,NYS Historical Newspapers or Fulton,,n,"April 26, 1907",,26-Apr-07,Residence of R.H. Carroll,,"Plattsburgh, NY, U.S.",Plattsburgh Daily Press,,The Young Men of the M.E. Church of West Chazy,R.H. Carroll,,,,,,,,,R_171,,,"[-73.4464301307879, 44.69670275]"
961,,NYS Historical Newspapers or Fulton,,n,"April 25, 1923",,18-May-23,Basement of the Reformed Church,,"Montague, NY, U.S.",The Evening Gazette Port Jarvis,,The Willing Workers,,,,,,,,,,R_272,,,
962,,NYS Historical Newspapers or Fulton,,n,"March 12, 1903",,6-Mar-03,Residence of Denzel Freeland,,"Greenwood, NY, U.S.",The Whitesville News,,The Ladies of the Christian Church,Denzel Freeland,,,,,,,,,R_354,,,"[-77.6483236, 42.13507]"
963,,NYS Historical Newspapers or Fulton,,n,"April 30, 1891",,"April 30, 1891",Residence of Mrs. F. G. Hall,,"Dansville, NY, U.S.",The Dansville Express,"(1) Interestingly this early CS says ""for the usual price"" and (2) also references a simultaeneous 'cobweb social' like other CS references",The Ladies of the Presbyterian church,Mrs. F. G. Hall,,,,,,,,,R_265,,,"[-77.6961817, 42.5611258]"
964,,NYS Historical Newspapers or Fulton,,n,"March 16, 1892",,"March 18, 1892",Excelsior Lodge of Good Templars' rooms,,"Norway, NY, U.S.",Herkimer Democrat,"Also called a ""cobweb social""",Excelsior Lodge of Good Templars,,,10 cents,,,,,,,R_142,,,"[-74.952164, 43.208429]"
965,,NYS Historical Newspapers or Fulton,,n,"January 09, 1925",,16-Jan-25,M.E. church hall,,"Delanson, NY, U.S.",Altamont Enterprise,,The Ladies' Aid,,,,,,,,,,R_81,,,"[-74.1881834, 42.7453532]"
966,,NYS Historical Newspapers or Fulton,,n,"January 09, 1902",,17-Jan-02,Residence of N.B. Lombar,,"New Bremen, NY, U.S.",The Journal and Republican and Lowville Times,"Also called ""bean social""",The Ladies of the M.E. society,N.B. Lombar,,25 cents,,,,,,,R_287,,,"[-75.440369, 43.837994]"
967,,NYS Historical Newspapers or Fulton,,y,"March 16, 1892",,"March 8, 1892",Chapel,,"Keuka College, NY, U.S.",Penn Yan Express,References the same event as R_167,Ladies' Aid Society of the Park,,,,,,,25$ USD,,,R_168,,Perpetual youth; Lover’s Retreat; Old Maid’s delight.,"[-77.0905662, 42.6151643]"
968,,NYS Historical Newspapers or Fulton,,n,"October 27, 1911",,21-Oct-11,Church chapel,,"East Marion, NY, U.S.",The County Review Riverhead,References the same event as R_249,The Church Social Society,Mrs. Lottie Brown,,,,,,,,,R_250,,,"[-72.3400829, 41.1275989]"
969,,NYS Historical Newspapers or Fulton,,n,"March 15, 1893",,"March 13, 1893",Town Hall,,"Edwards, NY, U.S.",Gouverneur Free Press,,The ladies of the M.e. society,,,,,,,18$ USD,,,R_139,,,"[-75.251198, 44.324585]"
970,,NYS Historical Newspapers or Fulton,,n,"April 27, 1892",,"April 29, 1892","Lounsbery's Hall, Potter Center",,"Penn Yan, NY, U.S.",Penn Yan Express,,Ladies' Helping Hand Society,,,,,,,,,,R_165,,,"[-77.0540989, 42.6603037]"
971,,NYS Historical Newspapers or Fulton,,n,"January 05, 1894",,"January 1, 1894",Church basement,,"Altamont, NY, U.S.",Altamont Enterprise,Probably references the same event as R_78,Y.P.S.C.E. of the New Scotland Presbyterian Church,,,,,,,,,,R_80,,,"[-74.0337382, 42.7006324]"
972,,NYS Historical Newspapers or Fulton,,n,"October 26, 1892",,"October 27, 1892",First M.E. Church,,"Elmira, NY, U.S.",The Elmira Gazette,,,,,,,,,,,,R_270,,,"[-76.8077338, 42.0897965]"
973,,NYS Historical Newspapers or Fulton,,n,"April 28, 1903",,29-Apr-03,226 Union Street,,"Pokeepsie, NY, U.S.",The Pokeepsie Evening Enterprise,,Y.P.S.C.E. of the Ebenezer Baptist church,,,,,,,,,,R_340,,,
974,,NYS Historical Newspapers or Fulton,,n,"April 27, 1895",,"May 07, 1895",Leviness Hall,,"City Island, NY, U.S.",The City Island Drift,,The Ladies of Grace Church,,,,,,,,,,R_226,,,"[-73.7864663715554, 40.847456]"
975,,NYS Historical Newspapers or Fulton,,n,"October 27, 1892",,"November 2, 1892",,,"Ticonderoga, NY, U.S.",Ticonderoga Sentinel,"Also mentions an ""animated library""",,,,,,,,,,,R_360,,,"[-73.420722556895, 43.8375185]"
976,,NYS Historical Newspapers or Fulton,,n,"October 27, 1892",,"October 22, 1892",Union Hall,,"De Ruyter, NY, U.S.",Cazenovia Republican,,The Ladies U A.S. of the Baptist Church,,,,,,,,,,R_100,,,
977,,NYS Historical Newspapers or Fulton,,n,"January 11, 1912",,12-Jan-12,Grange Hall,,"Greig, NY, U.S.",The Journal and Republican and Lowville Times,,(For the Trinity Chapel),,,,,,,,,,R_285,,,"[-75.354881, 43.681529]"
978,,NYS Historical Newspapers or Fulton,,n,"October 29, 1896",,"October 29, 1896",Residence of Miss Hattie Smith,,"Webster, NY, U.S.",Monroe County Mail,,Y.P.S.C.E. of the baptist church,Miss Hattie Smith,,,,,,,,,R_154,,,"[-77.429994, 43.212285]"
979,,NYS Historical Newspapers or Fulton,300,n,"January 06, 1893",,"December 30, 1892",M.E. Church,,"Virgil, NY, U.S.",Cortland Standard,"References the same event as R_112; interestingly has a ""conundrum song"" by Katie McKinney as part of the program.",,Mr. Shaw; Mrs. Gertie Elster; Miss Lillie Lang; Mrs. Kate McKinney; |Mrs. Eva Muncey; Mrs. Eva Gee; Mr. Frankchristman; Mr. Lou Christman; Merton; Mr. A.V. Rounds; Aldine Watros; Nora Bell; May Reese; Ina Stillman; Iva Berlou; Etta Oaks; Lelia Curtis; John Warwick; MRs. Clinton Sager; Mrs. E.A. Craine; A. II Bruce; Mrs. Rodolph Trice,,,,,,,,,R_113,,,"[-76.1943742, 42.5106272]"
980,,NYS Historical Newspapers or Fulton,30,n,"October 26, 1910",,24-Oct-10,,,"Madrin Grange, NY, U.S.",St. Lawrence Republican and Ogdensburgh Weekly Journal,,The Lecturer,Worthy Master Fulton; Mrs. B. Hesselgrave; Mrs. H.E. Partch,,,,,,,,,R_198,,,
981,,NYS Historical Newspapers or Fulton,,n,"January 05, 1883",,"January 8, 1883",,,"Brattleboro, VT, U.S.",Vermont Phoenix,"""In place of an annual Christmas festival""",Ladies' Aid Society,,,,,,,,,,R_68,,,"[-72.5578678, 42.8509152]"
982,,NYS Historical Newspapers or Fulton,~30,n,"October 25, 1910",,21-Oct-10,,,"Madrid, NY, U.S.",The Ogdensburg Journal,References the same event as R_329,Madrid Grange No. 962,Worthy Master Fulington; Mrs. B. Hesselgrave; Mrs. H. E. Partch,,,,,,,,,R_330,,,
983,,NYS Historical Newspapers or Fulton,,n,"August 05, 1933",,8-Aug-33,Wesley Hall,,"Sea Cliff, NY, U.S.",Sea Cliff News,,Ladies' Aid Society,,,5 cents,,,,,,,R_61,,,"[-73.6254099, 40.8524203]"
984,,NYS Historical Newspapers or Fulton,,y,"March 17, 1892",,"March 11, 1892",Lockwood hall,,"North Java, NY, U.S.",Wyoming County Times Warsaw,,,Miss Nettie Torrey; Miss Almy Torrey; Guy Merville; ,,,,,,,,,R_381,,"Menu — A group of islands, greased staff, preserved in the ark, bovine, Boston’s pride. Appetizer — Fruit of the vine, Tabby’s party, acid solidified, two for a cent, skipper’s home. Pastry — Endless sweets, maid of Orleans, a porous marine substance. Beverages — Spring’s offering native of the tropics.","[-78.3377941, 42.6836721]"
985,,NYS Historical Newspapers or Fulton,,n,"October 19, 1893",,"October 20, 1893",First baptist church,,"Fairport, NY, U.S.",Monroe County Mail,,The Baptist young people's union,,,,,,,,,,R_153,,,"[-77.443014, 43.0993]"
986,,NYS Historical Newspapers or Fulton,,n,"October 18, 1895",,"October 11, 1895",Church,,"Patchogue, NY, U.S.",The Suffolk County News Sayville,,The Ladies of the Congregational Aid society,,,,,,,,,,R_349,,,"[-73.0151084, 40.7656539]"
987,,NYS Historical Newspapers or Fulton,,n,"October 18, 1893",,"October 25, 1893",Chapel,,"Nassau, NY, U.S.",Chatham Courier,,The C.E. Society of the Reformed Church,,,,,,,,,,R_107,,,"[-73.5877699, 40.7412643]"
988,,NYS Historical Newspapers or Fulton,,n,"March 21, 1902",,28-Mar-02,Hall,,"Boox, NY, U.S.",Altamont Enterprise,,The Ladies of the Reformed Church,,,,,,,,,,R_83,,,
989,,NYS Historical Newspapers or Fulton,,n,"August 20, 1903",,"~August 20, 1903",,,"North Chatham, NY, U.S.",The Columbia Republican,,The Epworth League,,,,,,,~10$ USD,,,R_231,,,"[-73.6317837, 42.4720265]"
990,,NYS Historical Newspapers or Fulton,,n,"March 21, 1908",,27-Mar-08,Residence of Merrill F. Lincoln,,"North Alexander, NY, U.S.",The Daily News Batavia,,The Baptist Aid Society,,,,,,,,,,R_259,,,"[-78.2416834, 42.9295043]"
991,,NYS Historical Newspapers or Fulton,,n,"October 15, 1982",,9-Nov-82,,,"East Pembroke, NY, U.S.",The Daily News Batavia,References the same event as R_261,The Ladies' Aid Society,,,,,,,,,,R_263,,,"[-78.3100195, 42.9956152]"
992,,NYS Historical Newspapers or Fulton,,n,"March 21, 1911",,21-Mar-11,Church hall,,"Schultzville, NY, U.S.",Poughkeepsie Eagle,,,,,,,,,,,,R_175,,,"[-73.8040204, 41.8775928]"
993,,NYS Historical Newspapers or Fulton,,n,"February 27, 1896",,"February 20, 1896",Parsonage,,"Taghkanic, NY, U.S.",The Columbia Republican,References same event as R_234,The Ladies Missionary Society of the Reformed Church,,,,,,,,,,R_235,,,"[-73.6773462, 42.1423116]"
994,,NYS Historical Newspapers or Fulton,,n,"October 14, 1908",,31-Oct-08,Residence of Joe Schuppenhauer,,"Five Points, NY, U.S.",The Post Ellicottville,,The Grange,Joe Schuppenhauers,,,,,,,,,R_345,,,"[-73.9990219353349, 40.71571095]"
995,,NYS Historical Newspapers or Fulton,,n,"October 13, 1927",,26-Oct-27,M.E. church Social hall,,"Crown Point, NY, U.S.",Ticonderoga Sentinel,"""and stocking social""",The Mary Elizabeth class,,,,,,,,,,R_359,,,"[-73.43708, 43.950563]"
996,,NYS Historical Newspapers or Fulton,,n,"October 13, 1920",,29-Oct-20,Residence of Mr. and Mrs. John Salsbury,,"Whitaker Road, NY, U.S.",The Fulton Patriot ,,The Balcom circle,Mr. and Mrs. John Salsbury,,10 cents per dish,,,,,,,R_278,,,"[-74.269706, 41.6303487]"
997,,NYS Historical Newspapers or Fulton,100,y,"February 26, 1913",,19-Feb-13,Residence of Joseph Jenkins ,,"Red Rock, NY, U.S.",Chatham Courier,References same event as R_101,M.E. Church,Mr. Joseph Jenkins; Mrs. Joseph Jenkins; Mrs. Chester Ford; Miss Ruth Gibbins; Miss Sadie Goodrich; William D. Campbell,,,,,,,,,R_103,,"My first I hope you are, / My second I have said to everyone. / My whole I say to you all. 1. New England specialty. 2. Everybody’s friend. 3. Staff of life. 4. Did you ever get left? 5. One who embarked from the Ark. 6. Klondike nuggets. 7. Boston’s overthrow. 8. Joy of Darwin’s ancestors. 9. Skipper’s delight. 10. Changing politician. 11. Maid of Orleans. 12. Spring offering. 13. Earth’s apple salad. 14. Language of the deceiver. 15. Fragrant beans from Java. 16. A current event. 17. Celebrated feline. 19. The goat. 19. Wood from a celebrated watering place. 20. Chips of the old block. The solution is as follows: 1. Baked beans. 2. Toothpicks. 3. Biscuits. 4. Beet pickles 5. Ham. 6. Cup cakes. 7. Tea. 8. Coconut cake. 9. Cheese. 10. Milk. 11. Molasses cake. 12. Water. 13. Potato salad. 14. Sugar. 15. Coffee. 16. Currant jelly. 17. Tomato catsup. 19. Butter. 19. Potato chips. 20. Chipped ham. ","[18.8550651146495, 50.41536625]"
998,,NYS Historical Newspapers or Fulton,,n,"October 13, 1904",,14-Oct-04,The league rooms,,"North Germantown, NY, U.S.",The Columbia Republican,"Interesting gender reference: ""Everything is to be done by the gentlemen...""",,,,,,,,,,,R_239,,,"[-73.8773529, 42.1545335]"
999,,NYS Historical Newspapers or Fulton,"""well attended""",n,"March 22, 1906",,,,,"Rural Grove, NY, U.S.",The Cobleskill Index,,,,,,,,,,,,R_229,,,"[-74.4409694, 42.8481296]"
1000,,NYS Historical Newspapers or Fulton,,n,"February 27, 1901",,1-Mar-01,,,"Old Chatham, NY, U.S.",Chatham Courier,,M.E. Church,,,,,,,,,,R_104,,,"[-73.5617812, 42.4406387]"
1001,,NYS Historical Newspapers or Fulton,,n,"August 15, 1900",,,,,"nan, NY, U.S.",Herkimer Democrat,"Not an actual event reference but references a column in another magazine called ""The Designer"" for September 1900 that has a ""Conundrum Supper"" column",,,,,,,,,,,R_140,,,"[19.0252592, 50.2721249]"
1002,,NYS Historical Newspapers or Fulton,,n,"August 13, 1896",,"August 06, 1896",Merithew Hall,,"Richville, NY, U.S.",The Ogdensburg Advance and St. Lawrence Weekly Democrat,References the same event as R_317,The Good Templars,Rev. H.P. Forbes; Rev. C. E. Witts; Horace White,,,,,,,,,R_318,,,"[-75.39196, 44.417352]"
1003,,NYS Historical Newspapers or Fulton,,n,"February 27, 1910",,24-Feb-10,Church Parlors,,"Elmira, NY, U.S.",The Telegram,,Epworth League of Centenary Methodist Episcopal Church,,,,,,,,,,R_66,,,"[-76.8077338, 42.0897965]"
1004,,NYS Historical Newspapers or Fulton,,n,"October 23, 1895",,"October 26, 1895",,,"Fairfield, NY, U.S.",Herkimer Democrat,,Epworth league,,,,,,,,,,R_144,,,"[-76.2785444, 42.232574]"
1005,,NYS Historical Newspapers or Fulton,,n,"August 02, 1922",,4-Aug-22,The ladies of Eastern hall's banquet room,,"Parishville, NY, U.S.",Courier and Freeman,,The ladies of the Eastern Star,,,,,,,,,,R_124,,,"[-74.8153687, 44.6279506]"
1006,,NYS Historical Newspapers or Fulton,,n,"March 17, 1899",,"March 16, 1899",Residence of Mr. and Mrs. Howard D. Cornell,,"Easton, NY, U.S.",The Granville Sentinel,,The Women of the Methodist Episcopal church,Mr. and Mrs. Howard D. Cornell; Rev. J.C. Mitchell,,,,,,,,,R_283,,,"[-73.5523378, 42.9934104]"
1007,,NYS Historical Newspapers or Fulton,,n,"March 17, 1900",,20-Mar-00,Grange hall,,"Barnes Corners, NY, U.S.",Watertown Re-union,,The Grangers of the Villiage,,,,,,,,,,R_369,,,"[-75.8176949, 43.8170121]"
1008,,NYS Historical Newspapers or Fulton,,n,"March 12, 1892",,"March 15, 1892","The lecture room of the Clarkstown Reformed Church, Mont Moor",,"Nyack, NY, U.S.",Rockland County Journal,,The Ladies of the Dorcas Society,,,,,,,,,,R_187,,,"[-73.9196794, 41.091121]"
1009,,NYS Historical Newspapers or Fulton,,n,"February 29, 1912",,23-Feb-12,Residence of Mrs. Jas. A. Rundle,,"Montague, NY, U.S.",Tri-states Union Port Jervis,,The Ladies' Aid of the M.E. Church,Mrs. Jas. A. Rundle,,,,,,,,,R_362,,,
1010,,NYS Historical Newspapers or Fulton,,n,"March 18, 1914",,13-Mar-14,Gymnasium,,"Hartwick Seminary, NY, U.S.",The Freeman's Journal Cooperstown,,Alumni Banquet Committee,,,,,,,~25$ USD,,,R_275,,,"[-74.9654348, 42.6431313]"
1011,,NYS Historical Newspapers or Fulton,,n,"April 30, 1899",,"April 27, 1899",Residence of Mrs. Frank Brown,,"Bedford, NY, U.S.",The Brooklyn Daily Eagle,Long list of names listed,The Bedford Progressive Euchre Club,Mrs. Frank Brown; Mrs. Drake; Mrs. Wills; Mr. and Mrs. J. W. Stopford; Mr. and Mrs. F. A. A. Horton; Mr. and Mrs. A. Drake; Mr. and Mrs. H. Barringer; Mr. and Mrs. W. Wills; Mr. and Mrs. J. Davis; Miss Annie Russell; Mrs. Elford; George Smith; Miss Grace Brown; Miss Rose Wills; Mrs. Chatles Benson; Miss Minnie Wills;,,,,,,,,,R_211,,,"[-73.6426507, 41.2042741]"
1012,,NYS Historical Newspapers or Fulton,,n,"October 22, 1891",,"October 16, 1891",Residence of F.B. Cary,,"Hamlin, NY, U.S.",The Brockport Republic,"(1) An early reference to CS calls them ""Conundrum Course"" and (2) This is an eBOF were not only food is served: ""as likely to get a toothbrush as a cup of coffee""",,F.B. Cary,,42 cents,,,,7.50$ USD,,,R_205,,,"[-77.921124, 43.303115]"
1013,,NYS Historical Newspapers or Fulton,,n,"March 18, 1915",,3-Apr-15,Church hall,,"Sloansville, NY, U.S.",The Cobleskill Index,,The Gentlemen of the Baptist church,,,,,,,,,,R_228,,,"[-74.330409, 42.7570192]"
1014,,NYS Historical Newspapers or Fulton,,n,"October 20, 1911",,21-Oct-11,Church chapel,,"East Marion, NY, U.S.",The County Review Riverhead,,The Church Social Society,Mrs. Lottie Brown,,,,,,,,,R_249,,,"[-72.3400829, 41.1275989]"
1015,,NYS Historical Newspapers or Fulton,,n,"February 28, 1924",,,,,"nan, NY, U.S.",Cape Vincent Eagle,General reference to the CSs popularity 'latest fad',,,,,,,,,,,R_92,,,"[19.0252592, 50.2721249]"
1016,,NYS Historical Newspapers or Fulton,,n,"October 20, 1904",,14-Oct-04,The league rooms,,"North Germantown, NY, U.S.",The Columbia Republican,References the same event as R_239,,,,,,,,,,,R_240,,,"[-73.8773529, 42.1545335]"
1017,,NYS Historical Newspapers or Fulton,,n,"March 19, 1909",,30-Mar-09,Residence of Hermon A. Lewis,,"North Stockholm, NY, U.S.",The Potsdam Herald-recorder,,,Hermon A. Lewis,,,,,,,,,R_347,,,
1018,,NYS Historical Newspapers or Fulton,,n,"March 20, 1900",,21-Mar-00,Rooms of Floral Home ,,"Moore's Mills, NY, U.S.",Poughkeepsie Eagle,,,Miss V. Gildersleeve,,,,,,,,,R_174,,,
1019,,NYS Historical Newspapers or Fulton,,n,"February 27, 1914",,4-Mar-14,E.H. Dickenson's Hall,,"Margaretteville, NY, U.S.",Catskill Mountain News,,The Ladies' Aid Society of the M.E. church,,,,,,,,,,R_94,,,
1020,,NYS Historical Newspapers or Fulton,,n,"August 06, 1896",,"August 06, 1896",Merithew Hall,,"Richville, NY, U.S.",The Ogdensburg Advance and St. Lawrence Weekly Democrat,Newspaper is highly corrupt,The Good Templars,Rev. H.P. Forbes,,,,,,,,,R_317,,,"[-75.39196, 44.417352]"
1021,,NYS Historical Newspapers or Fulton,,n,"March 11, 1908",,13-Mar-08,Residence of Mrs. B. Ostrander,,"Plessis, NY, U.S.",Watertown Re-union,,The M.E. Ladies' Aid society,Mrs. B. Ostrander,,,,,,,,,R_368,,,"[3.1252003, 47.4493668]"
1022,,NYS Historical Newspapers or Fulton,,n,"January 15, 1892",,"January 22, 1892",Church parlors,,"Mooers, NY, U.S.",The Plattsburgh Sentinel,,The Ladies' Aid Society of the M.E. church,,,20 cents,,,,,,,R_336,,,"[-73.587456, 44.963583]"
1023,,NYS Historical Newspapers or Fulton,,n,"January 12, 1894",,,S.D.R. Church,,"Scott, NY, U.S.",Cortland Standard,,The Ladies' Aid Society of the S.D.B. church,,,,,,,,,,R_118,,,"[-76.2432628, 42.7295128]"
1024,,NYS Historical Newspapers or Fulton,,n,"June 24, 1905",,27-Jun-05,Church Lecture Room,,"West New Brighton, NY, U.S.",Richmond County Advance,"References the same event as R_181.  Also contains a verse invitation (transcribed here): An invitation to all we now extend, / Our conundrum supper to attend. / Queer-titled(?) viands we'll serve Tuesday night. / And hope each one will taste all right. / Boiled roasted, and baked will these dainties be, / But named to test your inqunuity. / We'll serve nothing odd -no, not even hash-- / But familiar dainties we'll give for cash. / In each queerly-named dish you'll find a friend, . E'en though to detect it you're at your wit's end. / That you come to this supper--taste of each dish, / Our chuch ladies sincerely, cordially wish.",The Ladies' Aid Society of the Trinity M.E. Church,,,25 cents,,,,,,,R_182,,,"[-74.1120867, 40.6345481]"
