id,title,author,publication,date,location,content
GPNKRZ771084855,Puzzles Riddles,,The Boy's Halfpenny Journal,"September 13, 1879",London England,
GSLXSL824598494,Puzzles Riddles,,Boy's Herald,"November 24, 1877",London England,
HDSDOU560773595,Puzzles Riddles,E. G. Lovell,Boy's Herald,"September 7, 1878",London England,
HNAAJS765097732,Puzzles Riddles,,Boy's Herald,"April 28, 1877",London England,
HSYFZZ015062000,Puzzles Riddles,,Boy's Herald,"December 1, 1877",London England,
HTMLIX661672708,Puzzles Riddles,,Boy's Herald,"February 9, 1878",London England,
IMNDUU228204373,Puzzles Riddles,,Boy's Herald,"November 16, 1878",London England,
IPOONK901449317,Puzzles Riddles,W. M.,Boy's Herald,"August 31, 1878",London England,
IZXRGH189697310,Puzzles Riddles,J. Impey,Boy's Herald,"February 2, 1878",London England,
JFGDEF799382613,Puzzles Riddles,,Boy's Herald,"June 29, 1878",London England,
KPHDTG148850372,Puzzles Riddles,,The Boy's Halfpenny Journal,"September 27, 1879",London England,
KVVGEF185461675,Puzzles Riddles,,The Boy's Halfpenny Journal,September 1879,London England,
LONBFL159353626,Puzzles Riddles,,Boy's Herald,"August 24, 1878",London England,
LOYHVM118717600,Puzzles Riddles,,The Boy's Halfpenny Journal,"July 26, 1879",London England,
MCNXRB323815270,Puzzles Riddles,,Boy's Herald,"October 19, 1878",London England,
MLANMN808487486,Puzzles Riddles,,Boy's Herald,"June 8, 1878",London England,
MSRTVF621045765,Puzzles Riddles,,Boy's Herald,"February 23, 1878",London England,
NCSVIU267832936,Puzzles Riddles,,The Boy's Halfpenny Journal,"July 12, 1879",London England,
NGTHKK985774551,Puzzles Riddles,,Boy's Herald,"October 27, 1877",London England,
NTCQOL985267750,Puzzles Riddles,,Boy's Herald,"August 3, 1878",London England,
PVTIAR077450127,Puzzles Riddles,F. W. Binstead,Boy's Herald,"July 6, 1878",London England,
QIBBXA642880554,Puzzles Riddles,,Boy's Herald,"June 23, 1877",London England,
RFDFOD280633122,Puzzles Riddles,,Boy's Herald,"November 9, 1878",London England,
RGLPZS888152827,Puzzles Riddles,,Boy's Herald,"October 5, 1878",,
RMJRDB636875718,Puzzles Riddles,,Boy's Herald,"June 2, 1877",London England,
SGBHUN370556715,Puzzles Riddles,J. Eastwood,Boy's Herald,"April 21, 1877",London England,
SKHQXY589794696,Puzzles Riddles,,Boy's Herald,"January 12, 1878",London England,
SMIMRH210288037,Puzzles Riddles,,Boy's Herald,"August 10, 1878",London England,
TPWVUW450064258,Puzzles Riddles,,Boy's Herald,"October 12, 1878",London England,
TSIUYH120184520,Puzzles Riddles,,The Boy's Halfpenny Journal,"June 21, 1879",London England,
TZWPSU399941801,Puzzles Riddles,,Boy's Herald,"October 26, 1878",London England,
UEBXRT141149392,Puzzles Riddles,,Boy's Herald,"October 20, 1877",London England,
VIBRDZ607594290,Puzzles Riddles,,Boy's Herald,"December 29, 1877",London England,
WKASQU347705984,Puzzles Riddles,,Boy's Herald,"April 6, 1878",London England,
WZOYUZ922229868,Puzzles Riddles,,Boy's Herald,"August 18, 1877",London England,
YZGJNW231534236,Puzzles Riddles,C. R. G.,Boy's Herald,"November 2, 1878",London England,
ZALLXA050988860,Puzzles Riddles,,The Boy's Halfpenny Journal,"June 28, 1879",London England,
ZFXQMZ320099587,Puzzles Riddles,W. H. Thomson,Boy's Herald,"February 10, 1877",London England,
ZOUERM696829105,Puzzles Riddles,,Boy's Herald,"September 29, 1877",London England,
ZVHEMO373580162,Puzzles Riddles,Jhon Surrey,Boy's Herald,"July 28, 1877",London England,
UKXGUA151628099,"Puzzles Riddlesn, &c",,Boy's Herald,"August 4, 1877",London England,
UHMPLS739040560,Puzzles,,Our Corner,"December 1, 1885",London England,
WYHQVL597043359,Puzzles,,Our Corner,"July 1, 1883",London England,
DX1902136403,RIDDLE,,The World of Fashion and Continental Feuilletons,"April 1, 1846",London England,
DX1902136578,RIDDLE,,The World of Fashion and Continental Feuilletons,"January 1, 1848",London England,
DX1901875922,RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 3, 1885",London England,
DX1901882935,RIDDLES AND PUZZLES,,The Girls' Own Paper,"February 14, 1880",London England,
DX1901733384,RIDDLES,,Every Boy's Magazine (UKP),"January 1, 1863",London England,
DX1901733428,RIDDLES,,Every Boy's Magazine (UKP),"February 1, 1863",London England,
DX1901733527,RIDDLES,,Every Boy's Magazine (UKP),"April 1, 1863",London England,
DX1901733835,RIDDLES,R. S.,Every Boy's Magazine (UKP),n.d.,London England,
DX1901734202,RIDDLES,,Every Boy's Magazine (UKP),"December 1, 1864",London England,
DX1901883992,RIDDLES,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction",5-Jan-00,London England,
ONOZHJ956265693,Riddles,,Our Corner,"June 1, 1883",London England,
OWZUVY183387666,Roman Empire,,The British Boys' Paper,"March 10, 1888",London England,
DX1901722819,ROYAL SIGHS: A BIBLE ENIGMA,,The Friendly Companion and Illustrated Instructor,"August 1, 1892",London England,
PWFONX422694262,Skates!,,The Boy's Champion Paper,"January 2, 1886",London England,
TWDEWE320684762,Solutions to Puzzles and Riddles,,Boy's Herald,"January 26, 1878",London England,
UPVFKD009145526,"The ""Puzzledom"" Watch, &c., Competition",,The British Boys' Paper,"December 15, 1888",,
XEBAQM475503831,"The ""Puzzledom"" Watch, &c., Competition",,The British Boys' Paper,"December 29, 1888",London England,
DX1901727332,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901727357,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901727649,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901727668,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901727980,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901727998,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728017,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728034,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728050,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728066,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728087,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728107,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728148,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728165,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728183,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728201,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728217,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728233,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728257,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728275,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728291,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901728309,THE CHILDREN'S PAGE,,The Woman at Home: Annie S. Swan's magazine,n.d.,London England,
DX1901725675,THE DECEMBER COMPETITION,,The Union Jack: Tales for British Boys,"February 24, 1881",London England,
DX1901869043,THE FIRST PRIZE CHARADE,,Kind Words for Boys and Girls,"January 17, 1867",London England,
DX1901725409,THE JUNE COMPETITION.-RIDDLES,,The Union Jack: Tales for British Boys,"July 29, 1880",London England,
DX1901781045,THE PETERKINS' CHARADES,LUCRETIA P. HALE,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"December 1, 1877",London England,
ECZFTT189346039,The Puzzler,,The Gentleman's Journal,"February 1, 1870",,
EZUBGQ857019461,The Puzzler,,The Gentleman's Journal,"February 1, 1870",London England,
FOCUOC922948458,The Puzzler,Jas. Alcorn,The Gentleman's Journal,"April 1, 1870",London England,
FOYHSA399206801,The Puzzler,,The Gentleman's Journal,"April 1, 1870",London England,
GBZOEF257199857,The Puzzler,,The Gentleman's Journal,"October 1, 1870",London England,
GHRUKF493182167,The Puzzler,,The Gentleman's Journal,n.d.,London England,
GIKRAT105149947,The Puzzler,,The Gentleman's Journal,n.d.,London England,
GOMHLA190557112,The Puzzler,,The Gentleman's Journal,"July 1, 1870",London England,
GRHMGK701545161,The Puzzler,G. Douglas,The Gentleman's Journal,"March 1, 1870",London England,
HADBNN542028629,The Puzzler,,The Gentleman's Journal,n.d.,London England,
HBXRMD790983134,The Puzzler,,The Gentleman's Journal,n.d.,London England,
HHTGLW633162129,The Puzzler,,The Gentleman's Journal,n.d.,London England,
HKBYMS509418862,The Puzzler,,The Gentleman's Journal,"March 1, 1870",London England,
HOBIXM733622558,The Puzzler,,The Gentleman's Journal,n.d.,London England,
HQPICC952929632,The Puzzler,Stanley Bramall,The Gentleman's Journal,n.d.,London England,
HTIEYW957796745,The Puzzler,,The Gentleman's Journal,"May 1, 1870",London England,
HUDPQI418080443,The Puzzler,,The Gentleman's Journal,n.d.,London England,
HWHPLE075072032,The Puzzler,,The Gentleman's Journal,"June 1, 1870",London England,
HZVFNE223126799,The Puzzler,,The Gentleman's Journal,"January 1, 1870",,
IDCGYV850033182,The Puzzler,John Scott,The Gentleman's Journal,n.d.,London England,
IIZQEE797184644,The Puzzler,,The Gentleman's Journal,n.d.,London England,
IVJILH290814301,The Puzzler,,The Gentleman's Journal,"January 1, 1871",London England,
IWKOQO909229032,The Puzzler,Gyfeillon,The Gentleman's Journal,"January 1, 1870",London England,
JDUZFL268249146,The Puzzler,Jas. Whittaker,The Gentleman's Journal,n.d.,London England,
JGWHGN521487670,The Puzzler,,The Gentleman's Journal,"November 1, 1869",London England,
JKTQKW813335098,The Puzzler,,The Gentleman's Journal,"November 1, 1869",London England,
JLEFFI227384782,The Puzzler,,The Gentleman's Journal,n.d.,London England,
JSTHDM646993014,The Puzzler,,The Gentleman's Journal,n.d.,London England,
JTLTQG900730410,The Puzzler,,The Gentleman's Journal,n.d.,London England,
JURADD260207132,The Puzzler,T O'flanagan,The Gentleman's Journal,n.d.,London England,
JYBBIP940672800,The Puzzler,,The Gentleman's Journal,"December 1, 1869",London England,
KEAJKH152497508,The Puzzler,,The Gentleman's Journal,"September 1, 1870",London England,
KIAEFV612990640,The Puzzler,,The Gentleman's Journal,n.d.,London England,
KNNBUC996577758,The Puzzler,,The Gentleman's Journal,n.d.,London England,
LEZBHB380464185,The Puzzler,,The Gentleman's Journal,n.d.,London England,
LFVKJP826033035,The Puzzler,,The Gentleman's Journal,n.d.,London England,
LIYFBO622120030,The Puzzler,,The Gentleman's Journal,n.d.,,
LTSQEX079484204,The Puzzler,,The Gentleman's Journal,"January 1, 1871",London England,
LWSQPK084228156,The Puzzler,,The Gentleman's Journal,n.d.,London England,
MPIAJT141295297,The Puzzler,,The Gentleman's Journal,n.d.,London England,
MUTEAT825122751,The Puzzler,,The Gentleman's Journal,n.d.,London England,
MVGTYB393451167,The Puzzler,R. P. Roberts,The Gentleman's Journal,n.d.,London England,
MWKXUF995439565,The Puzzler,,The Gentleman's Journal,"June 1, 1870",London England,
NDYRXB505600196,The Puzzler,J. Quinn,The Gentleman's Journal,n.d.,London England,
NFOZDA923422832,The Puzzler,,The Gentleman's Journal,n.d.,London England,
NFTYGE857932823,The Puzzler,,The Gentleman's Journal,"June 1, 1870",,
NORFAR960879532,The Puzzler,,The Gentleman's Journal,n.d.,London England,
NTHELN793406821,The Puzzler,,The Gentleman's Journal,n.d.,London England,
NTXGLO412850013,The Puzzler,,The Gentleman's Journal,n.d.,London England,
OCHVBQ770157487,The Puzzler,,The Gentleman's Journal,n.d.,London England,
OWXHCS466495970,The Puzzler,R. P. Roberts,The Gentleman's Journal,"August 1, 1870",London England,
OYQFYF247053428,The Puzzler,,The Gentleman's Journal,n.d.,London England,
PPXXYM218654013,The Puzzler,R. P. Roberts,The Gentleman's Journal,"December 1, 1870",London England,
PTZLBB474076868,The Puzzler,,The Gentleman's Journal,"October 1, 1870",London England,
QBQXMJ247295988,The Puzzler,,The Gentleman's Journal,n.d.,London England,
QGDRET137955140,The Puzzler,,The Gentleman's Journal,n.d.,London England,
QQDTMU888959365,The Puzzler,,The Gentleman's Journal,"September 1, 1870",London England,
QSIQKE553726440,The Puzzler,,The Gentleman's Journal,n.d.,London England,
QVJKXR078140225,The Puzzler,R P Roberts,The Gentleman's Journal,n.d.,London England,
QXGJHS816629685,The Puzzler,,The Gentleman's Journal,n.d.,London England,
REZQWE481085280,The Puzzler,,The Gentleman's Journal,n.d.,London England,
RMFHVW672549974,The Puzzler,,The Gentleman's Journal,"October 1, 1870",London England,
RNUYBT291165667,The Puzzler,,The Gentleman's Journal,n.d.,London England,
RREELM011890063,The Puzzler,,The Gentleman's Journal,"November 1, 1869",,
RSDUEJ053289001,The Puzzler,Bryan Geo. Bentham,The Gentleman's Journal,n.d.,,
RXVEAW041399123,The Puzzler,John Scott,The Gentleman's Journal,n.d.,London England,
SEADGZ478512667,The Puzzler,,The Gentleman's Journal,"July 1, 1870",London England,
SGLEJD303813929,The Puzzler,J. W. Aitken,The Gentleman's Journal,"November 1, 1870",London England,
SPQLNH428991545,The Puzzler,T. Hall,The Gentleman's Journal,n.d.,London England,
SVNDPN483214782,The Puzzler,Bayan Geo. Bentham,The Gentleman's Journal,n.d.,London England,
TEVHQM805119993,The Puzzler,,The Gentleman's Journal,"November 1, 1870",London England,
TMBEVM116625495,The Puzzler,,The Gentleman's Journal,n.d.,London England,
TQSZJT578463614,The Puzzler,,The Gentleman's Journal,n.d.,London England,
UADNJU936568311,The Puzzler,,The Gentleman's Journal,n.d.,London England,
UBEDQV186563224,The Puzzler,,The Gentleman's Journal,n.d.,London England,
UBQQEL484137400,The Puzzler,Robert Main,The Gentleman's Journal,"November 1, 1870",London England,
UFWXWW526015588,The Puzzler,,The Gentleman's Journal,"May 1, 1870",London England,
UQJGMI655445058,The Puzzler,James Whittaker,The Gentleman's Journal,"December 1, 1870",London England,
USDAIE154688724,The Puzzler,,The Gentleman's Journal,"March 1, 1870",London England,
UVKBEB395358834,The Puzzler,,The Gentleman's Journal,"January 1, 1870",London England,
UXQAFW461834780,The Puzzler,,The Gentleman's Journal,n.d.,London England,
UYKMYA073101410,The Puzzler,,The Gentleman's Journal,"March 1, 1870",London England,
VKAJLX101493255,The Puzzler,,The Gentleman's Journal,n.d.,London England,
VKUCBR451550206,The Puzzler,,The Gentleman's Journal,"August 1, 1870",London England,
VVWJLT575158367,The Puzzler,D. Dyce,The Gentleman's Journal,"April 1, 1870",London England,
VXQQTK558694938,The Puzzler,,The Gentleman's Journal,"November 1, 1869",London England,
WEHVVZ613230288,The Puzzler,W. J. Hill,The Gentleman's Journal,n.d.,London England,
WKXPVS742526085,The Puzzler,,The Gentleman's Journal,n.d.,London England,
WOTLIV091616039,The Puzzler,Stanley Bramall,The Gentleman's Journal,n.d.,London England,
XEUEAQ869060091,The Puzzler,,The Gentleman's Journal,"May 1, 1870",London England,
XOTUCX797129082,The Puzzler,,The Gentleman's Journal,"January 1, 1871",London England,
XPMHDC979193887,The Puzzler,,The Gentleman's Journal,n.d.,London England,
XSDJHU104278192,The Puzzler,T. Hall,The Gentleman's Journal,n.d.,London England,
XXWOVZ679763221,The Puzzler,W. J. S. Pilfold,The Gentleman's Journal,n.d.,London England,
YCTOHB380630890,The Puzzler,,The Gentleman's Journal,"November 1, 1870",London England,
YDPIDF741240993,The Puzzler,,The Gentleman's Journal,n.d.,London England,
YVOROZ813853482,The Puzzler,,The Gentleman's Journal,n.d.,London England,
YWWSXJ601402206,The Puzzler,,The Gentleman's Journal,n.d.,London England,
ZDKGSM958114440,The Puzzler,,The Gentleman's Journal,"January 1, 1871",London England,
ZGOCMU117679724,The Puzzler,,The Gentleman's Journal,"September 1, 1870",London England,
ZMSXBX021885464,The Puzzler,Joey Brown,The Gentleman's Journal,n.d.,London England,
ZPEYCF643080419,The Puzzler,,The Gentleman's Journal,"October 1, 1870",London England,
ZUZYTM625578631,The Puzzler,,The Gentleman's Journal,"December 1, 1869",London England,
DX1901781600,THE RIDDLE BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"March 1, 1874",London England,
DX1901781637,THE RIDDLE BOX,A. N. O.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"April 1, 1874",London England,
DX1901781743,THE RIDDLE BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"September 1, 1874",London England,
DX1901890829,THE RIDDLE BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"December 1, 1873",London England,
DX1901890870,THE RIDDLE BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"January 1, 1874",London England,
DX1901890904,THE RIDDLE BOX,C. R.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"June 1, 1874",London England,
DX1901890938,THE RIDDLE BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"July 1, 1874",London England,
DX1901781266,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"June 1, 1878",London England,
DX1901781383,THE RIDDLE-BOX,C. T.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"October 1, 1878",London England,
DX1901781821,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"November 1, 1874",London England,
DX1901781858,THE RIDDLE-BOX,S. C.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"December 1, 1874",London England,
DX1901781892,THE RIDDLE-BOX,J. P. B.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"January 1, 1875",London England,
DX1901781983,THE RIDDLE-BOX,L. D. N.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"April 1, 1875",London England,
DX1901782014,THE RIDDLE-BOX,A. B,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"May 1, 1875",London England,
DX1901782050,THE RIDDLE-BOX,H. C.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"June 1, 1875",London England,
DX1901782087,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"July 1, 1875",London England,
DX1901782117,THE RIDDLE-BOX,J. A. N.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"August 1, 1875",London England,
DX1901782151,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"September 1, 1875",London England,
DX1901782192,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"October 1, 1875",London England,
DX1901782228,THE RIDDLE-BOX,LIZZIE D. F.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"November 1, 1883",London England,
DX1901782303,THE RIDDLE-BOX,WILLIAM ROBERT H.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"January 1, 1884",London England,
DX1901782375,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"March 1, 1884",London England,
DX1901782413,THE RIDDLE-BOX,DAVID H. D.,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"April 1, 1884",London England,
DX1901783196,THE RIDDLE-BOX,,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"March 1, 1877",London England,
DX1901890366,THE RIDDLE-BOX,ALEX LAIDLAW,St. Nicholas ScribnerÕs Illustrated Magazine for Girls and Boys,"August 1, 1883",London England,
