,Unnamed: 0,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,Coordinates,Unnamed: 0.1,Date2,Library,Citation,File_Name
1317,1320.0,Enigmatic Bill of Fare,,y,"July 01, 1901","July, 1901",England,"111 St. Martin's Lane, London","The Gentleman's Magazine, Volume CCXCI, July to December 1901",,,,,,,"ÒThe Bill of Fare for a Dinner. 
1st Course.
Melancholy Soup, with Crooked Sarah. 
Roasted Furrows. 
Bullets undressed. 
A Blockhead hashed. 
Pride reversed in a Pie. 
A Dutch Prince in a Pudding. 
The Legs of a Corncutter boiled with Diamond weights. 

2nd Course.

Venus' Guides. 
Divine Part of a Man boiled. 
The first Temptation in a Small Wind, 
Rove Jack. 
The Grand Seignior's Dominions larded.
Part of the Zodiac buttered. 
An unruly Member, garnished with perpetual motion. 

The Dessert.
The Loss of a Wife, and the Gain of a Husband in Jelly. 
The Reward of a Soldier. 
Some Hundreds and Thousands, 
CowsÕ Provender, with Half Gooseberries. 
Busybodies. 
Couples. 
Sorrowful Apples, garnished with Bald Wives. 
A Bottle of Hill top. (Mountain)
A Bottle of Bag. (Sack) 
A Bottle of Tarbay. (Port) 
A Soldier's Habitation in War, with a Girl in it. (Tent, with a toast in it.)"" 

Of these comical names I can only make out ÒA Dutch Prince 
in a Pudding,Ó Orange Pudding; ÒA Blockhead hashedÓ of course 
is CalfÕs Head hashed; ÒDivine Part of Man,Ó Boiled Sole; ÒThe 
First Temptation in a Small Wind,Ó Apple SoufflŽe; ÒThe Grand 
Seignior's Dominions larded,Ó Larded Turkey; ""An Unruly 
Member,Ó &c., Tongue and Brains; ÒPart of the Zodiac,Ó &c., is 
Buttered Crab, an old-fashioned dish. ÒBusybodies,Ó Medlars, and 
ÒCouples,Ó Pears; ÒSorrowful Apples,Ó Pine Apples; but ÒBald 
WivesÓ is beyond me, and must be left to the reader to determine.","[-0.1271059, 51.5117314]",34.0,1901,American Libraries,"The Gentleman's Magazine, Volume CCXCI, July to December 1901 - Chatto and Windus, Edited by Sylvanus Urban, -  http://books.google.com/books?id=S_cIAAAAIAAJ&oe=UTF-8; https://archive.org/details/gentlemansmagaz120unkngoog/page/n371","The Gentleman's Magazine, Volume CCXCI, July to December 1901 July 01, 1901"
1318,1321.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,35.0,,,,nan nan
1319,1322.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,36.0,,,,nan nan
1320,1323.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,37.0,,,,nan nan
1321,1324.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,38.0,,,,nan nan
1322,1325.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,39.0,,,,nan nan
1323,1326.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,40.0,,,,nan nan
1324,1327.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,41.0,,,,nan nan
1325,1328.0,Enigmatic Bill of Fare,,,,,,,,,,,,,,,,42.0,,,,nan nan
1326,1328.0,Peel’s Prairies Provinces,,,"March 17, 1908",1908-03-16,Queen’s avenue Presbyterian church school room,"Edmonton, Alberta",The Edmonton Bulletin,Also mentioned March 16.,The Young Ladies’ Circle of the Queen’s avenue Presbyterian Church,,,,,,,,,,,"The Edmonton Bulletin March 17, 1908"
1327,1328.0,Peel’s Prairies Provinces,,,"September 7, 1932","September 17, 1932",Manee,"Gleichen, Alberta",Gleichen Call,Also mentioned on September 14.,Women’s Association of United Church,,,,,,,,,,,"Gleichen Call September 7, 1932"
1328,1328.0,Peel’s Prairies Provinces,,,"June 24, 1910","June 17, 1910",Prince’s Hall,"Bassano, Alberta",Bassano News,,Ladies’ Aid of the Presbyterian Church,,,,,The menu is here given with the viands intended to be ordered: 1- The Bugbeat of Bassan Ladies—Water. 2- The Witch of the Desert—Sandwich.3- The Jew’s Aversion—Ham. 4-A Golden Apple—Oranges. 5- Children cry for it—Cake. 6- A saucy Indian—Indian Sauce 7- Ears it had but heard not—Corn Salad 8- A Shaven Head—Cabbage Salad. 9-A Woman’s Might Weapon—Tongue. 10-Cats on the Roof—Catsup. 11-Gleaners—Toothpicks. 12-The Murphy Family Dressed-Potato Salad. 13-No grounds for complaint—Coffee. 14-What Boston Swears By—Beans. 15- A Man’s Dream of Noonday—Pie.,,,,,,"Bassano News June 24, 1910"
1329,1328.0,Peel’s Prairies Provinces,,,"December 1, 1920","December 11, 1920",G.W.V.A Hall,"Gleichen, Alberta",Gleichen Call,,Ladies of Union Church Circle,,,,,,,,,,,"Gleichen Call December 1, 1920"
1330,1328.0,Peel’s Prairies Provinces,,,"May 13, 1925","May 23, 1925",Home of Mrs. T.W. Johnston,"Oyen, Alberta",Oyen News,,“The Pathfinders” group of the CGIT,,,,,,,,,,,"Oyen News May 13, 1925"
1331,1328.0,Peel’s Prairies Provinces,,,"October 29, 1918","November, 1918",,"Edmonton, Alberta",The Edmonton Bulletin,,The Women’s Institute,,,,,,,,,,,"The Edmonton Bulletin October 29, 1918"
1332,1328.0,Peel’s Prairies Provinces,,,"May 5, 1899","May 9, 1899",Home of Mrs. G.M. Annable,"Moose Jaw, Saskatchewan",Moose Jaw Herald Times,,,,,,,,,,,,,"Moose Jaw Herald Times May 5, 1899"
1333,1328.0,Peel’s Prairies Provinces,,,"October 17, 1907","October 18, 1907",Knox church,"Taber, Alberta",Taber Free Press,,Literary Association,,,,,,,,,,,"Taber Free Press October 17, 1907"
1334,1328.0,Peel’s Prairies Provinces,,,"November 22, 1916","December 8, 1916",The Church,"Lacombe, Alberta",Western Globe,,The Ladies Aid Society of the Presbyterian Church,,,,,,,,,,,"Western Globe November 22, 1916"
1335,1328.0,Peel’s Prairies Provinces,,,"February 19, 1909","February 26, 1909",Belmont Methodist church,"Edmonton, Alberta",The Edmonton Bulletin,,,,,,,,,,,,,"The Edmonton Bulletin February 19, 1909"
1336,1328.0,Peel’s Prairies Provinces,,,"May 1, 1925",,,"Calgary, Alberta",The U.F.A,,Crerar UFWA Local,,,,,,,,,,,"The U.F.A May 1, 1925"
1337,1328.0,Early Alberta Newspapers,,,"August 20, 1958","August 30, 1958",Delbourne Hall annex,"Delburne, Alberta",The Delburne Times,,Delburne 4-H Garden Club,,,,,,,,,,,"The Delburne Times August 20, 1958"
1338,1328.0,Early Alberta Newspapers,,,"March 15, 1915","March 16, 1915",Church hall,"Calgary, Alberta",The Calgary Herald,,Bankview Methodist Ladies Aid,,,,,,,,,,,"The Calgary Herald March 15, 1915"
1339,1328.0,Early Alberta Newspapers,,,"May 29, 1913","May 22, 1913",,"Lethbridge, Alberta",The Lethbridge Herald,,WCTU ladies,,,,,,,,,,,"The Lethbridge Herald May 29, 1913"
1340,1328.0,Early Alberta Newspapers,,,"February 15, 1911","February 14, 1911",,"Edmonton, Alberta",Edmonton Bulletin,,Mission Circle of the Grace Methodist Church,,,,,,,,,,,"Edmonton Bulletin February 15, 1911"
1341,1328.0,Early Alberta Newspapers,,,"January 7, 1897","February, 1897",,"Medicine Hat, Alberta",Medicine Hat News,,The Royal Templars,,,,,,,,,,,"Medicine Hat News January 7, 1897"
1342,1328.0,Early Alberta Newspapers,,,"May 9, 1940","May 11, 1940",Basement of the United Church,"Strathmore, Alberta",Strathmore Strand,,,,,,,,,,,,,"Strathmore Strand May 9, 1940"
1343,1328.0,Early Alberta Newspapers,,,"October 22, 1908","October 21, 1908",,"Merna, Alberta",The Sedgewick Sentinel,,The Ladies Aid of Knox Church,,,,,,,,,,,"The Sedgewick Sentinel October 22, 1908"
1344,1328.0,Early Alberta Newspapers,,,"September 10, 1909","September 17, 1909",New Presbyterian Manse,"Olds, Alberta",Olds Gazette,,,,,,,,,,,,,"Olds Gazette September 10, 1909"
1345,1328.0,Early Alberta Newspapers,,,"January 26, 1923","January 16, 1923",Home of Mr. and Mres. Yewell,"Olds, Alberta",Olds Gazette,,Ladies' Aid Society,,,,,“Menu”: Hot dog … 5c; Soutach … 5c; Gossip …5c; Grain growers mixture … 5c. Desserts: Sunday evening special … 5c; Man’s favourite …5c; Live wire … 5c; Ladies’ fingers … 5c; Drinks: Boston hot … 5c; Southern plantation … 5c; Alkali stew … 5c; Baby’s delight … 5c,,,,,,"Olds Gazette January 26, 1923"
1346,1328.0,Early Alberta Newspapers,,,"July 8, 1922",,,"Lethbridge, Alberta",The Lethbridge Herald,,UFWA and Gem WI,,,,,,,,,,,"The Lethbridge Herald July 8, 1922"
1347,1328.0,Early Alberta Newspapers,,,"April 20, 1911","April 26, 1911",Church,"Camrose, Alberta",The Camrose Canadian,,The Presbyterian Ladies’ Society,,,,,,,,,,,"The Camrose Canadian April 20, 1911"
1348,1328.0,Early Alberta Newspapers,,,"September 20, 1928","September 25, 1928",Basement of the United Church,"Camrose, Alberta",The Camrose Canadian,,United Ladies’ Aid,,,,,,,,,,,"The Camrose Canadian September 20, 1928"
1349,1328.0,Early Alberta Newspapers,,,"September 20, 1909","September 18, 1909",New Manse,"Calgary, Alberta",The Morning Albertan,,Presbyterian Ladies’ Aid Society,,,,,"The menu for the tea was as follows: (1) Boston’s Overthrow, (2) No Grounds for Complaint, (3) What Mother Used to Make, (4) Not Ladies Aid, (5) Skidoo Pie, (6) Beaten to a Finish, (7) Uneedit, (8) Some Rise, (9) Musical Notes, (10) The Jew in a Tight Place, (11) Enquire Within, (12) A General Mixe-up, (3) The Root of the Matter, (14) Tier upon Tier, (15) Something plain, (16) Devil’s Food, (17) Powdered Beauties, (18) Inward Concussions, (19) Paddy’s Delight, (20) Summer Girl’s Joy, (21) Sweets for the Sweet. Extras: Springs Offerings, Chip off the Old Block, Complete Dissolution.",,,,,,"The Morning Albertan September 20, 1909"
1350,1328.0,Early Alberta Newspapers,,,"March 20, 1936","March 14, 1936",Farmers’ Groceteria,"Olds, Alberta",Olds Gazette,,Presbyterian Choir,,,,,,,,,,,"Olds Gazette March 20, 1936"
1351,1328.0,INK Our Digital World Newspaper Archive,,,"June 10, 1937","June 10, 1937",Church,"Acton, Ontario",The Acton Free Press,,The Ladies’ Aid of the Local Church,,,,,,,,,,,"The Acton Free Press June 10, 1937"
1352,,INK Our Digital World Newspaper Archive,,,"March 12, 1936",,,"Acton, Ontario",The Acton Free Press,,Eden Mills Presbyterian Ladies’ Aid,,,,,,,,,,,"The Acton Free Press March 12, 1936"
1353,,INK Our Digital World Newspaper Archive,,,"July 21, 1955",,Lawn of Mr. and Mrs. Donald Clark’s home,"Acton, Ontario",The Acton Free Press,,W.M.S,,,,,,,,,,,"The Acton Free Press July 21, 1955"
1354,,INK Our Digital World Newspaper Archive,,,"March 2, 1894","February 21, 1894",,"Amherstburg, Ontario",The Amherstburg Echo,Menu included,Methodist Church,,,,,"Among the articles on the bill of fare were: “Woman of Grit,” “Slice of Noah’s Kid,” “Fruit of the Vine,” “Bachelor’s comfort,” “Skipper’s Home,” “Everybody’s Friend,” “Joy of Darwin’s Ancestor,” “Greased Staff,” “A Little of This is plenty,” “Boston’s overthrow,” “Spring’s Offering,” “Elevated Feline,” “Changeable Politicians,” “Ivory Manipulators,” [?] “Marble Slab.”",,,,,,"The Amherstburg Echo March 2, 1894"
1355,,INK Our Digital World Newspaper Archive,,,"March 15, 1907","March 12, 1907",Wesley church,"Amherstburg, Ontario",The Amherstburg Echo,,,,,,,,,,,,,"The Amherstburg Echo March 15, 1907"
1356,,INK Our Digital World Newspaper Archive,,,"November 4, 1910","November 1, 1910",,"Amherstburg, Ontario",The Amherstburg Echo,,Epworth league,,,,,,,,,,,"The Amherstburg Echo November 4, 1910"
1357,,INK Our Digital World Newspaper Archive,,,"April 7, 1898","April 1, 1898",Elizabeth street Methodist Church,"Barrie, Ontario",The Northern Advance,Menu included.,Methodist Church,,,,,The bill of fare at the Conundrum Supper last Friday night in Elizabeth street Methodist church was as follows: Pride of Boston …2c; Tabby’s Party … 2c; Whip Tips … 2c; Maid of Orleans … 3c; Canadian Blow … 2c; Something to Ring … 2c; Spring Offering … 1c. Tender Days of Spring … 3c. Old Maids’ Comfort … 5c; A Descendant of Noah … 5c; What Some People Don’t Know … 3c; Queen Lil’s Subjects … 2c; Cool Impudence … 1c; Pure Gold … 2c; Great American Dessert … 3c; Uncomfortable Situation … 1c; Short Answers … 2c; Tramp Cake … 2c; Savory Seasoned Slices … 3c; What Asthmatic People Are … 5c; Savor of Life … 1c; Smart Thing … 1c; Precious Stones … 2c; Chips of the Old Block … 1c; Tree Cake … 3c; Sentimental Souvenirs … 3c; Irishman’s Toes … 3c; Musical Cake … 1c.,,,,,,"The Northern Advance April 7, 1898"
1358,,INK Our Digital World Newspaper Archive,,,"April 14, 1904","April 12, 1904",,"Barrie, Ontario",The Northern Advance,,The Epworth League,,,,,,,,,,,"The Northern Advance April 14, 1904"
1359,,INK Our Digital World Newspaper Archive,,,"December 10, 1925","December 12, 1925",United Church basement,"Barrie, Ontario",The Barrie Examiner,,WCTU,,,,,,,,,,,"The Barrie Examiner December 10, 1925"
1360,,INK Our Digital World Newspaper Archive,,,"June 25, 1903","June 17, 1903",Mr. Hardy’s home,"Barrie, Ontario",The Northern Advance,,The Epworth Leaguers of the Burton Ave Methodist church,,,,,,,,,,,"The Northern Advance June 25, 1903"
1361,,INK Our Digital World Newspaper Archive,,,"March 26, 1896",,M/A,"Barrie, Ontario",The Northern Advance,,Methodist Church,,,,,,,,,,,"The Northern Advance March 26, 1896"
1362,,INK Our Digital World Newspaper Archive,,,"February 6, 1930","January 30, 1930",Newcastle United Church S.S. Room,"Bowmansville, Ontario",The Canadian Statesman,,Mrs. A. Cowan’s group of the W.A.,,,,,,,,,,,"The Canadian Statesman February 6, 1930"
1363,,INK Our Digital World Newspaper Archive,,,"January 9, 1895",,Trinity church,Bowmanville,The Canadian Statesman,,,,,,,,,,,,,"The Canadian Statesman January 9, 1895"
1364,,INK Our Digital World Newspaper Archive,,,"February 1, 1899","February 1, 1899",Mrs. R. Freeland,"Bowmanville, Ontario",The Canadian Statesman.,Also mentioned February 8.,,,,,,,,,,,,"The Canadian Statesman. February 1, 1899"
1365,,INK Our Digital World Newspaper Archive,,,"February 12, 1908","February 14, 1908",,"Bowmanville, Ontario",The Canadian Statesman,,Leaguers,,,,,,,,,,,"The Canadian Statesman February 12, 1908"
1366,,INK Our Digital World Newspaper Archive,,,"February 21, 1924","February 19, 1924",Methodist School Room,"Bowmanville, Ontario",The Canadian Statesman,,Canadian Girls in Training,,,,,,,,,,,"The Canadian Statesman February 21, 1924"
1367,,INK Our Digital World Newspaper Archive,,,"February 13, 1895","February 25, 1895",Methodist Church,"Bowmanville, Ontario",The Canadian Statesman,Also mentioned March 6.,Epworth League,,,,,,,,,,,"The Canadian Statesman February 13, 1895"
1368,,INK Our Digital World Newspaper Archive,,,"January 18, 1899","January 25, 1899",Mrs. R. Freeland,"Bowmanville, Ontario",The Canadian Statesman.,,,,,,,,,,,,,"The Canadian Statesman. January 18, 1899"
1369,,INK Our Digital World Newspaper Archive,,,"February 21, 1900","March 2, 1900",Mr Tait’s Centre St.,"Bowmanville, Ontario",The Canadian Statesman,,,,,,,,,,,,,"The Canadian Statesman February 21, 1900"
1370,,INK Our Digital World Newspaper Archive,,,"March 25, 1910","April 7, 1910",A.H. Searf’s,"Essex, Ontario",The Essex Free Press,,St. Paul’s AYPA,,,,,,,,,,,"The Essex Free Press March 25, 1910"
1371,,INK Our Digital World Newspaper Archive,,,"February 12, 1897","February 10, 1897",Residence of E.C. Naylor,"Essex, Ontario",The Essex Free Press,Also mentioned February 5.,Epworth League members of Grace Methodist Church,,,,,,,,,,,"The Essex Free Press February 12, 1897"
1372,,INK Our Digital World Newspaper Archive,,,"March 4, 1910","March 20, 1910",,"Essex, Ontario",The Essex Free Press,,Junior Epworth League,,,,,,,,,,,"The Essex Free Press March 4, 1910"
1373,,INK Our Digital World Newspaper Archive,,,"February 28, 1919",,Methodist Church,"Essex, Ontario",The Essex Free Press.,,,,,,,,,,,,,"The Essex Free Press. February 28, 1919"
1374,,INK Our Digital World Newspaper Archive,,,"April 21, 1921","April 29, 1921",,"Flesherton, Ontario",The Flesherton Advance,,Instioge Women’s Missionary,,,,,,,,,,,"The Flesherton Advance April 21, 1921"
1375,,INK Our Digital World Newspaper Archive,,,"January 15, 1903","January 9, 1093",Home of Mrs Mark Wilson,"Flesherton, Ontario",The Flesherton Advance,,Mrs Mark Wilson,,,,,,,,,,,"The Flesherton Advance January 15, 1903"
1376,,INK Our Digital World Newspaper Archive,,,October 29. 1937,October 29. 1937,Church,"Flesherton, Ontario",The Flesherton Advance,,The ladies of Inistioge W.A.,,,,,,,,,,,The Flesherton Advance October 29. 1937
1377,,INK Our Digital World Newspaper Archive,,,"January 8, 1931","January 14, 1931",Basement of the Public Library,"Kingsville, Ontario",The Kingsville Reporter,"Menu included. Also mentioned the previous year, in the group’s plans for the following year.",The Women’s Institute,,,,,MENU: Dutchman’s Delight … 5c; Laborer’s Reward … 2c; Old Maid’s Delight … 5c; An Irish Favourite … 5c; Uncomfortable predicaments … 1c; Forest Luxury … 5c; African producer … 5c; Nuts that never grew … 2c; Son of Noah in thin slices … 5c; Sorceresses of the Desert …5c,,,,,,"The Kingsville Reporter January 8, 1931"
